2.956e+00,2.164e-01,-2.747e+02
2.956e+00,2.160e-01,-2.747e+02
2.956e+00,2.164e-01,-2.747e+02
2.956e+00,2.160e-01,-2.747e+02
2.956e+00,2.164e-01,-2.747e+02
2.956e+00,2.160e-01,-2.747e+02
2.956e+00,2.160e-01,-2.747e+02
2.956e+00,2.168e-01,-2.747e+02
2.956e+00,2.164e-01,-2.747e+02
2.956e+00,2.160e-01,-2.747e+02
2.956e+00,2.164e-01,-2.747e+02
2.956e+00,2.160e-01,-2.747e+02
2.956e+00,2.160e-01,-2.747e+02
2.956e+00,2.160e-01,-2.747e+02
2.956e+00,2.164e-01,-2.747e+02
2.956e+00,2.160e-01,-2.747e+02
2.956e+00,2.160e-01,-2.747e+02
2.956e+00,2.164e-01,-2.747e+02
2.956e+00,2.164e-01,-2.747e+02
2.956e+00,2.168e-01,-2.747e+02
2.956e+00,2.164e-01,-2.747e+02
2.956e+00,2.164e-01,-2.747e+02
2.956e+00,2.168e-01,-2.747e+02
2.956e+00,2.168e-01,-2.747e+02
2.956e+00,2.164e-01,-2.747e+02
2.956e+00,2.160e-01,-2.747e+02
2.956e+00,2.172e-01,-2.747e+02
2.956e+00,2.168e-01,-2.747e+02
2.956e+00,2.160e-01,-2.747e+02
2.956e+00,2.160e-01,-2.747e+02
2.956e+00,2.164e-01,-2.747e+02
2.956e+00,2.164e-01,-2.747e+02
2.956e+00,2.160e-01,-2.747e+02
2.956e+00,2.164e-01,-2.747e+02
2.956e+00,2.172e-01,-2.747e+02
2.956e+00,2.160e-01,-2.747e+02
2.956e+00,2.164e-01,-2.747e+02
2.956e+00,2.160e-01,-2.747e+02
2.956e+00,2.160e-01,-2.747e+02
2.956e+00,2.164e-01,-2.747e+02
2.956e+00,2.160e-01,-2.747e+02
2.956e+00,2.156e-01,-2.747e+02
2.956e+00,2.168e-01,-2.747e+02
2.956e+00,2.160e-01,-2.747e+02
2.956e+00,2.164e-01,-2.747e+02
2.956e+00,2.164e-01,-2.747e+02
2.956e+00,2.164e-01,-2.747e+02
2.956e+00,2.168e-01,-2.747e+02
2.956e+00,2.160e-01,-2.747e+02
2.956e+00,2.160e-01,-2.747e+02
2.956e+00,2.164e-01,-2.747e+02
2.960e+00,2.168e-01,-2.747e+02
2.960e+00,2.164e-01,-2.747e+02
2.956e+00,2.160e-01,-2.747e+02
2.956e+00,2.164e-01,-2.747e+02
2.960e+00,2.172e-01,-2.747e+02
2.956e+00,2.160e-01,-2.747e+02
2.960e+00,2.160e-01,-2.747e+02
2.956e+00,2.164e-01,-2.747e+02
2.960e+00,2.164e-01,-2.747e+02
2.956e+00,2.164e-01,-2.747e+02
2.956e+00,2.168e-01,-2.747e+02
2.960e+00,2.168e-01,-2.747e+02
2.960e+00,2.164e-01,-2.747e+02
2.960e+00,2.164e-01,-2.747e+02
2.960e+00,2.164e-01,-2.747e+02
2.956e+00,2.168e-01,-2.747e+02
2.956e+00,2.160e-01,-2.747e+02
2.956e+00,2.168e-01,-2.747e+02
2.960e+00,2.176e-01,-2.747e+02
2.960e+00,2.164e-01,-2.747e+02
2.960e+00,2.168e-01,-2.747e+02
2.960e+00,2.168e-01,-2.747e+02
2.960e+00,2.164e-01,-2.747e+02
2.960e+00,2.168e-01,-2.747e+02
2.960e+00,2.164e-01,-2.747e+02
2.960e+00,2.160e-01,-2.747e+02
2.960e+00,2.160e-01,-2.747e+02
2.956e+00,2.168e-01,-2.747e+02
2.960e+00,2.164e-01,-2.747e+02
2.960e+00,2.164e-01,-2.747e+02
2.960e+00,2.164e-01,-2.747e+02
2.960e+00,2.164e-01,-2.747e+02
2.960e+00,2.164e-01,-2.747e+02
2.960e+00,2.168e-01,-2.747e+02
2.960e+00,2.168e-01,-2.747e+02
2.960e+00,2.168e-01,-2.747e+02
2.960e+00,2.160e-01,-2.747e+02
2.960e+00,2.168e-01,-2.747e+02
2.960e+00,2.168e-01,-2.747e+02
2.960e+00,2.164e-01,-2.747e+02
2.960e+00,2.168e-01,-2.747e+02
2.960e+00,2.160e-01,-2.747e+02
2.960e+00,2.160e-01,-2.747e+02
2.960e+00,2.160e-01,-2.747e+02
2.960e+00,2.172e-01,-2.747e+02
2.960e+00,2.160e-01,-2.747e+02
2.960e+00,2.164e-01,-2.747e+02
2.960e+00,2.168e-01,-2.747e+02
2.960e+00,2.160e-01,-2.747e+02
2.960e+00,2.164e-01,-2.747e+02
2.960e+00,2.164e-01,-2.747e+02
2.960e+00,2.164e-01,-2.747e+02
2.960e+00,2.164e-01,-2.747e+02
2.960e+00,2.160e-01,-2.747e+02
2.960e+00,2.164e-01,-2.747e+02
2.960e+00,2.160e-01,-2.747e+02
2.960e+00,2.164e-01,-2.747e+02
2.960e+00,2.164e-01,-2.747e+02
2.960e+00,2.160e-01,-2.747e+02
2.960e+00,2.164e-01,-2.747e+02
2.960e+00,2.164e-01,-2.747e+02
2.960e+00,2.160e-01,-2.747e+02
2.960e+00,2.160e-01,-2.747e+02
2.960e+00,2.160e-01,-2.747e+02
2.960e+00,2.164e-01,-2.747e+02
2.960e+00,2.164e-01,-2.747e+02
2.960e+00,2.164e-01,-2.747e+02
2.960e+00,2.160e-01,-2.747e+02
2.960e+00,2.160e-01,-2.747e+02
2.960e+00,2.160e-01,-2.747e+02
2.960e+00,2.168e-01,-2.747e+02
2.960e+00,2.164e-01,-2.747e+02
2.960e+00,2.164e-01,-2.747e+02
2.960e+00,2.164e-01,-2.747e+02
2.960e+00,2.164e-01,-2.747e+02
2.960e+00,2.168e-01,-2.747e+02
2.960e+00,2.160e-01,-2.747e+02
2.960e+00,2.160e-01,-2.747e+02
2.960e+00,2.160e-01,-2.747e+02
2.960e+00,2.164e-01,-2.747e+02
2.960e+00,2.160e-01,-2.747e+02
2.960e+00,2.160e-01,-2.747e+02
2.960e+00,2.160e-01,-2.747e+02
2.960e+00,2.164e-01,-2.747e+02
2.960e+00,2.160e-01,-2.747e+02
2.960e+00,2.164e-01,-2.747e+02
2.960e+00,2.164e-01,-2.747e+02
2.960e+00,2.168e-01,-2.747e+02
2.960e+00,2.164e-01,-2.747e+02
2.960e+00,2.168e-01,-2.747e+02
2.960e+00,2.160e-01,-2.747e+02
2.960e+00,2.168e-01,-2.747e+02
2.960e+00,2.160e-01,-2.747e+02
2.960e+00,2.160e-01,-2.747e+02
2.960e+00,2.160e-01,-2.747e+02
2.960e+00,2.164e-01,-2.747e+02
2.960e+00,2.164e-01,-2.747e+02
2.960e+00,2.164e-01,-2.747e+02
2.960e+00,2.168e-01,-2.747e+02
2.960e+00,2.160e-01,-2.747e+02
2.964e+00,2.160e-01,-2.747e+02
2.964e+00,2.160e-01,-2.747e+02
2.964e+00,2.164e-01,-2.747e+02
2.964e+00,2.164e-01,-2.747e+02
2.964e+00,2.160e-01,-2.747e+02
2.960e+00,2.160e-01,-2.747e+02
2.960e+00,2.168e-01,-2.747e+02
2.960e+00,2.160e-01,-2.747e+02
2.964e+00,2.164e-01,-2.747e+02
2.964e+00,2.164e-01,-2.747e+02
2.960e+00,2.164e-01,-2.747e+02
2.960e+00,2.164e-01,-2.747e+02
2.960e+00,2.160e-01,-2.747e+02
2.960e+00,2.164e-01,-2.747e+02
2.964e+00,2.164e-01,-2.747e+02
2.964e+00,2.168e-01,-2.747e+02
2.964e+00,2.160e-01,-2.747e+02
2.960e+00,2.160e-01,-2.747e+02
2.964e+00,2.164e-01,-2.747e+02
